customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,avg_monthly_charge,num_services
6086-ESGRL,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),80.15,80.15,1,0-1 year,40.075,1
2592-HODOV,1,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.3,259.65,0,1-2 years,18.54642857142857,0
3886-CERTZ,0,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,109.25,8109.8,1,4+ years,111.09315068493152,5
7995-ZHHNZ,1,0,1,0,42,1,Yes,DSL,Yes,No,No,No,No,No,One year,0,Credit card (automatic),56.1,2386.85,0,2-4 years,55.50813953488372,1
3824-RHKVR,0,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,340.35,0,1-2 years,18.908333333333335,0
5816-SCGFC,0,1,0,0,7,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,51.3,419.35,0,0-1 year,52.41875,1
5989-AXPUC,0,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,118.6,7990.05,0,4+ years,115.79782608695652,6
4979-HPRFL,1,0,1,1,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.15,1402.25,0,4+ years,24.600877192982455,0
8590-OHDIW,0,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,749.35,0,2-4 years,19.214102564102564,0
8015-IHCGW,0,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,115.5,8425.15,0,4+ years,115.41301369863014,6
2332-TODQS,0,0,0,0,48,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),25.05,1171.5,0,2-4 years,23.908163265306122,0
9278-VZKCD,0,1,1,0,52,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,109.1,5647.95,0,4+ years,106.56509433962263,5
8008-OTEZX,0,0,1,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,708.8,0,2-4 years,19.688888888888886,0
2773-OVBPK,1,0,1,0,67,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.3,7567.2,0,4+ years,111.28235294117647,5
5999-LCXAO,0,0,0,0,1,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.9,29.9,0,0-1 year,14.95,1
5206-XZZQI,1,0,0,0,53,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,80.6,4348.1,0,4+ years,80.52037037037037,2
4803-LBYPN,1,0,1,1,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,635.9,0,2-4 years,18.16857142857143,0
5759-RCVCB,0,0,0,0,3,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),35.2,108.95,1,0-1 year,27.2375,1
6372-RFVNS,0,0,1,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.8,78.8,1,0-1 year,39.4,1
2139-FQHLM,1,0,0,0,19,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Mailed check,89.95,1682.4,0,1-2 years,84.12,3
8261-GWDBQ,0,1,1,0,60,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.05,6925.9,0,4+ years,113.53934426229507,6
1093-YSWCA,1,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.55,223.15,0,0-1 year,18.595833333333335,0
8938-UMKPI,0,0,0,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.4,5127.95,1,2-4 years,106.83229166666666,4
0991-BRRFB,1,0,0,0,18,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,49.4,874.8,1,1-2 years,46.04210526315789,1
3882-IYOIJ,0,0,1,1,60,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.25,6758.45,0,4+ years,110.79426229508196,6
8749-TZYEC,1,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.8,1874.3,0,4+ years,25.675342465753424,0
1755-FZQEC,1,0,0,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,791.15,0,2-4 years,19.77875,0
3115-JPJDD,0,0,1,0,59,1,No,Fiber optic,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),81.25,4639.45,0,4+ years,77.32416666666667,2
5600-KTXFM,1,0,1,1,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.95,143.9,0,0-1 year,47.96666666666667,0
3871-IKPYH,1,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.1,69.1,1,0-1 year,34.55,0
6319-IEJWJ,1,0,1,1,20,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.2,1776.55,1,1-2 years,84.59761904761905,2
9025-AOMKI,0,0,0,0,6,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),93.55,536.4,1,0-1 year,76.62857142857142,2
6339-TBELP,1,0,0,0,71,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),86.4,6172.0,0,4+ years,85.72222222222223,2
7964-YESJC,0,0,1,0,24,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,66.3,1559.45,0,1-2 years,62.378,3
6173-GOLSU,1,1,1,0,67,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.65,6079.0,0,4+ years,89.3970588235294,2
5275-SQEIZ,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,80.85,80.85,1,0-1 year,40.425,1
7716-YTYHG,0,0,1,1,48,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,1,Mailed check,82.05,4029.95,1,2-4 years,82.2438775510204,1
9938-ZREHM,0,0,1,0,37,1,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,0,Mailed check,72.1,2658.4,0,2-4 years,69.9578947368421,3
7950-XWOVN,1,0,0,0,11,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,34.7,383.55,0,0-1 year,31.962500000000002,2
4390-KYULV,1,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.55,51.15,1,0-1 year,12.7875,0
4647-MUZON,0,0,1,0,18,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),95.95,1745.5,0,1-2 years,91.86842105263158,3
9702-AIUJO,1,0,1,1,50,1,No,DSL,No,No,No,No,No,No,One year,1,Bank transfer (automatic),44.8,2230.85,0,4+ years,43.7421568627451,0
8849-PRIQJ,0,0,1,1,67,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,109.4,7281.6,0,4+ years,107.08235294117648,5
8851-RAGOV,0,0,1,0,25,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,71.05,1837.7,0,2-4 years,70.68076923076923,4
1304-NECVQ,0,1,0,0,2,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.55,149.55,1,0-1 year,49.85,1
5396-IZEPB,1,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,180.7,0,0-1 year,18.07,0
1729-VLAZJ,0,0,0,1,10,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,40.25,411.45,0,0-1 year,37.404545454545456,3
8285-ABVLB,0,0,1,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,1328.35,0,4+ years,18.709154929577462,0
0701-TJSEF,1,0,0,0,9,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),68.25,576.95,0,0-1 year,57.69500000000001,4
5712-VBOXD,0,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.15,68.45,0,0-1 year,13.690000000000001,0
6629-LADHQ,0,0,0,0,2,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.95,123.05,0,0-1 year,41.016666666666666,1
8945-GRKHX,0,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,78.65,78.65,1,0-1 year,39.325,1
1559-DTODC,1,0,0,0,19,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),25.15,468.35,0,1-2 years,23.4175,0
4797-MIWUM,1,0,1,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.25,174.7,0,0-1 year,21.8375,0
6959-UWKHF,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,42.9,42.9,1,0-1 year,21.45,0
8720-RQSBJ,1,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,0,0-1 year,22.0,0
4537-CIBHB,0,0,1,1,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,172.35,0,0-1 year,17.235,0
3815-SLMEF,0,0,0,0,3,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,34.25,139.35,1,0-1 year,34.8375,2
5154-VEKBL,0,0,0,0,9,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,58.5,539.85,1,0-1 year,53.985,5
4324-AHJKS,0,0,0,0,5,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),55.8,300.4,0,0-1 year,50.06666666666666,2
4355-CVPVS,0,0,1,1,56,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Bank transfer (automatic),88.9,4968.0,0,4+ years,87.15789473684211,2
4495-LHSSK,0,0,0,1,18,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,57.65,992.7,0,1-2 years,52.247368421052634,1
5655-JSMZM,1,1,0,0,49,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.2,4718.25,1,4+ years,94.365,2
5915-ANOEI,1,0,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,79.15,5536.5,0,4+ years,77.97887323943662,5
9861-PDSZP,0,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.05,7806.6,0,4+ years,106.93972602739727,5
4505-EXZHB,0,1,0,0,6,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,74.4,434.1,1,0-1 year,62.01428571428572,1
7225-CBZPL,1,1,1,0,17,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.8,1563.9,0,1-2 years,86.88333333333334,2
6704-UTUKK,1,0,1,0,29,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.9,1332.4,0,2-4 years,44.413333333333334,2
4587-VVTOX,0,0,1,0,6,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.3,545.2,1,0-1 year,77.88571428571429,4
2019-HDCZY,1,0,1,0,63,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,102.6,6296.75,0,4+ years,98.38671875,3
4652-NNHNY,1,0,1,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),73.85,1284.2,1,1-2 years,75.54117647058824,0
8788-DOXSU,1,0,0,0,59,1,No,DSL,No,No,Yes,No,No,Yes,One year,1,Bank transfer (automatic),61.35,3645.5,0,4+ years,60.75833333333333,2
7404-JLKQG,0,0,0,0,3,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,57.55,161.45,0,0-1 year,40.3625,2
7421-ZLUPA,0,0,0,0,8,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,29.25,226.95,0,0-1 year,25.216666666666665,1
8972-HJWNV,0,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.55,646.85,1,0-1 year,80.85625,1
3274-NSDWE,0,0,0,0,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,1441.65,0,4+ years,20.893478260869568,0
2632-IVXVF,0,0,1,1,68,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),111.75,7511.3,0,4+ years,108.85942028985508,5
3692-JHONH,0,1,1,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.5,5621.85,0,4+ years,106.07264150943396,4
8915-NNTRC,1,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),107.7,7919.8,0,4+ years,108.4904109589041,5
5914-GXMDA,0,0,1,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.3,593.2,0,2-4 years,17.975757575757576,0
7463-IFMQU,0,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.05,1423.65,0,4+ years,19.50205479452055,0
2920-RNCEZ,1,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.95,69.95,0,0-1 year,34.975,0
2541-YGPKE,1,0,1,1,42,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,0,Credit card (automatic),63.7,2763.35,0,2-4 years,64.2639534883721,3
8515-OCTJS,0,0,0,0,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.75,692.1,1,2-4 years,26.61923076923077,0
5382-TEMLV,1,0,0,0,45,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),50.9,2298.55,0,2-4 years,49.96847826086957,1
3441-CGZJH,0,0,1,1,43,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),60.4,2640.55,0,2-4 years,60.0125,5
9592-ERDKV,1,0,1,0,37,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Mailed check,79.25,2911.8,0,2-4 years,76.6263157894737,4
2860-RANUS,0,1,0,0,20,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.8,1727.5,1,1-2 years,82.26190476190476,1
5261-QSHQM,0,0,0,0,4,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.45,86.6,1,0-1 year,17.32,0
4778-IZARL,1,0,1,0,63,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.1,6705.7,0,4+ years,104.7765625,6
0432-CAJZV,1,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,90.7,237.65,0,0-1 year,59.4125,2
7008-LZVOZ,1,0,1,1,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,1672.35,0,4+ years,24.96044776119403,0
8868-WOZGU,1,0,0,0,28,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.7,2979.5,1,2-4 years,102.74137931034483,4
1200-TUZHR,0,1,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.2,695.75,0,0-1 year,77.30555555555556,1
9365-CSLBQ,1,0,0,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.35,1654.6,0,4+ years,22.980555555555554,0
1334-FJSVR,1,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.25,24.25,1,0-1 year,12.125,0
5884-FBCTL,0,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.1,1857.85,0,4+ years,25.45,0
7130-CTCUS,1,1,1,0,16,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),54.55,825.1,0,1-2 years,48.53529411764706,2
6242-FEGFD,1,0,1,0,66,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,96.6,6424.25,0,4+ years,95.88432835820896,4
7625-XCQRH,0,0,0,0,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,837.95,1,0-1 year,69.82916666666667,0
6194-HBGQN,1,0,0,0,51,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),81.15,4126.2,0,4+ years,79.35,5
7634-WSWDB,0,0,0,1,8,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,38.5,330.8,0,0-1 year,36.75555555555556,2
6986-IXNDM,1,0,0,0,14,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.9,1337.45,0,1-2 years,89.16333333333334,2
1731-TVIUK,0,0,0,0,4,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,93.5,362.2,1,0-1 year,72.44,3
2987-BJXIK,0,0,0,0,70,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Mailed check,84.7,5991.05,0,4+ years,84.38098591549296,5
9769-TSBZE,0,0,0,1,70,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Electronic check,66.0,4891.5,0,4+ years,68.8943661971831,3
0406-BPDVR,0,1,1,0,54,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),101.5,5373.1,1,4+ years,97.69272727272728,3
0618-XWMSS,1,0,0,1,28,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.9,2068.55,1,2-4 years,71.32931034482759,1
1395-WSWXR,1,0,0,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,487.05,0,1-2 years,19.482,0
6023-GSSXW,0,0,1,0,69,1,No,DSL,No,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),61.45,4131.2,0,4+ years,59.01714285714286,2
6752-APNJL,1,0,1,1,42,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.5,2301.15,0,2-4 years,53.51511627906977,2
5276-KQWHG,0,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,131.65,1,0-1 year,43.88333333333333,0
0420-HLGXF,0,1,0,0,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.75,4036.0,0,2-4 years,100.9,3
7446-KQISO,1,0,1,1,45,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.75,4900.65,0,2-4 years,106.53586956521738,5
9823-EALYC,1,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),80.85,5727.45,0,4+ years,78.45821917808219,5
0582-AVCLN,0,0,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,743.05,0,2-4 years,19.0525641025641,0
5803-NQJZO,1,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),67.8,4804.65,0,4+ years,65.81712328767122,4
2565-JSLRY,1,0,0,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.05,24.05,1,0-1 year,12.025,0
2607-DHDAK,1,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,1414.65,0,4+ years,19.378767123287673,0
1073-XXCZD,1,0,1,0,55,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.7,1443.65,0,4+ years,25.779464285714287,0
0743-HRVFF,0,0,1,1,51,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,56.15,2898.95,0,4+ years,55.74903846153846,4
4006-HKYHO,1,0,0,0,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.7,5309.5,0,4+ years,82.9609375,6
3727-JEZTU,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,20.4,0,0-1 year,10.2,0
8143-ETQTI,0,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.65,451.55,0,1-2 years,18.814583333333335,0
6689-KXGBO,0,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,50.55,50.55,1,0-1 year,25.275,1
9667-TKTVZ,0,0,0,0,2,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,54.35,117.05,0,0-1 year,39.016666666666666,1
3657-COGMW,0,1,0,0,52,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),108.1,5839.3,0,4+ years,110.17547169811321,5
8570-KLJYJ,0,0,0,0,36,1,Yes,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,54.45,1893.5,0,2-4 years,51.17567567567568,1
7754-IXRMC,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.35,45.35,0,0-1 year,22.675,0
9473-CBZOP,0,0,0,0,28,1,Yes,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,59.0,1654.45,0,2-4 years,57.050000000000004,2
2969-WGHQO,0,0,1,1,7,1,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Electronic check,69.45,477.05,0,0-1 year,59.63125,4
6615-NGGZJ,1,0,0,0,14,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.55,1415.55,1,1-2 years,94.36999999999999,3
4334-HOWRP,1,1,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.95,4546.0,0,4+ years,62.273972602739725,6
4255-DDUOU,0,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.5,20.5,1,0-1 year,10.25,0
5863-OOKCL,0,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.85,163.2,0,0-1 year,14.836363636363636,0
1686-STUHN,1,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,849.9,0,2-4 years,19.765116279069765,0
1329-VHWNP,0,0,0,0,7,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),25.05,189.95,0,0-1 year,23.74375,0
2984-MIIZL,1,0,0,0,4,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),74.8,321.9,1,0-1 year,64.38,1
0266-GMEAO,1,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.3,8058.55,0,4+ years,110.39109589041097,6
5590-YRFJT,0,0,1,0,20,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.45,482.8,1,1-2 years,22.99047619047619,0
5574-NXZIU,1,0,0,0,63,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),109.2,7049.75,0,4+ years,110.15234375,6
0019-GFNTW,0,0,0,0,56,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),45.05,2560.1,0,4+ years,44.9140350877193,4
4256-ZWTZI,0,0,0,1,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,51.0,286.8,0,0-1 year,47.800000000000004,1
8309-PPCED,0,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.45,7982.5,0,4+ years,109.34931506849315,5
4098-NAUKP,1,1,1,1,68,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.65,5683.6,0,4+ years,82.37101449275363,2
5196-WPYOW,1,0,1,1,67,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,60.05,3994.05,0,4+ years,58.73602941176471,3
4608-LCIMN,1,0,1,1,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.65,369.15,0,0-1 year,41.016666666666666,0
1485-YDHMM,1,0,1,1,52,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),93.25,4631.7,0,4+ years,87.39056603773585,3
4054-CUMIA,0,0,1,1,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,401.95,0,1-2 years,21.155263157894737,0
0603-TPMIB,0,0,1,1,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.45,1534.05,0,4+ years,25.5675,0
2525-GVKQU,0,0,0,0,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,1093.0,0,4+ years,17.918032786885245,0
8161-QYMTT,1,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.1,701.3,0,0-1 year,87.6625,2
9581-GVBXT,1,0,1,1,59,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,34.8,1980.3,0,4+ years,33.005,2
5862-BRIXZ,1,0,0,0,46,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.75,2893.4,0,2-4 years,61.56170212765958,5
5404-GGUKR,1,0,0,0,5,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,51.35,262.3,0,0-1 year,43.71666666666667,1
